Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,Acute Care Hospitals,Government - Local,Yes
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,Acute Care Hospitals,Voluntary non-profit - Church,Yes
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,Acute Care Hospitals,Government - Local,Yes
330232,ST MARY'S HOSPITAL ( TROY ),1300 MASSACHUSETTS AVENUE,TROY,NY,12180,RENSSELAER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,Acute Care Hospitals,Government - Hospital District or Authority,Yes
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330239,UPMC CHAUTAUQUA WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NEW YORK,Acute Care Hospitals,Government - Local,Yes
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,Acute Care Hospitals,Government - State,Yes
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,Acute Care Hospitals,Voluntary non-profit - Other,Yes
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330268,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Church,Yes
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,KINGS,Acute Care Hospitals,Government - State,Yes
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,Acute Care Hospitals,Government - Local,Yes
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330387,ROCKEFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,No
330393,UNIVERSITY HOSPITAL AT STONY BROOK,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,Acute Care Hospitals,Government - State,Yes
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,Acute Care Hospitals,Voluntary non-profit - Church,Yes
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,Acute Care Hospitals,Government - Local,Yes
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,No
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,Acute Care Hospitals,Voluntary non-profit - Other,No
330405,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,ROCKLAND,Acute Care Hospitals,Government - Local,No
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,Acute Care Hospitals,Voluntary non-profit - Private,No
330408,TRI-TOWN REGIONAL HEALTHCARE,43 WEST PEARL STREET,SIDNEY,NY,13838,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
330409,BURDETT CARE CENTER,2215 BURDETT AVE,TROY,NY,12180,RENSSELAER,Acute Care Hospitals,Voluntary non-profit - Private,No
331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,Critical Access Hospitals,Voluntary non-profit - Private,No
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331303,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,SULLIVAN,Critical Access Hospitals,Government - Federal,No
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331306,MOSES-LUDINGTON HOSPITAL,1019 WICKER STREET,TICONDEROGA,NY,12883,ESSEX,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331309,"RIVER HOSPITAL, INC",4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331313,"SCHUYLER HOSPITAL, INC",220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,Critical Access Hospitals,Voluntary non-profit - Other,Yes
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,ST. LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331317,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,Critical Access Hospitals,Voluntary non-profit - Other,Yes
331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,Yes
331319,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,Critical Access Hospitals,Voluntary non-profit - Private,Yes
333301,BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVENUE,VALHALLA,NY,10595,WESTCHESTER,Childrens,Voluntary non-profit - Private,No
340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,BUNCOMBE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,SURRY,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST,HIGH POINT,NC,27261,GUILFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,SCOTLAND,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,RUTHERFORD,Acute Care Hospitals,Proprietary,Yes
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,ROWAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,JACKSON,Acute Care Hospitals,Proprietary,Yes
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,Acute Care Hospitals,Government - Local,Yes
340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,LEE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,HENDERSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,Acute Care Hospitals,Government - Local,Yes
340027,UNC LENOIR HEALTH CARE,100 AIRPORT RD,KINSTON,NC,28501,LENOIR,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,27710,DURHAM,Acute Care Hospitals,Proprietary,Yes
340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28052,GASTON,Acute Care Hospitals,Government - Local,Yes
340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,706 W KING ST,KINGS MOUNTAIN,NC,28086,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,IREDELL,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340040,VIDANT MEDICAL CENTER,2100 STANTONSBURG RD,GREENVILLE,NC,27834,PITT,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,CALDWELL,Acute Care Hospitals,Voluntary non-profit - Other,Yes
340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,ONSLOW,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340049,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,DURHAM,Acute Care Hospitals,Proprietary,No
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,ROBESON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,WATAUGA,Acute Care Hospitals,Government - Local,Yes
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,EDEN,NC,27288,ROCKINGHAM,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,Acute Care Hospitals,Government - State,Yes
340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,WILKES,Acute Care Hospitals,Government - Local,Yes
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,COLUMBUS,Acute Care Hospitals,Voluntary non-profit - Other,Yes
340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,HARNETT,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,BURKE,Acute Care Hospitals,Proprietary,Yes
340084,CAROLINAS HEALTH CARE SYSTEM ANSON,2301 US HIGHWAY 74 WEST,WADESBORO,NC,28170,ANSON,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MC DOWELL,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340090,JOHNSTON HEALTH,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,JOHNSTON,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340091,THE MOSES H CONE MEMORIAL HOSPITAL,1200 N ELM ST,GREENSBORO,NC,27401,GUILFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,SURRY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340098,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,HERTFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,EDGECOMBE,Acute Care Hospitals,Government - Local,Yes
340109,SENTARA ALBEMARLE MEDICAL CENTER,1144 N ROAD ST,ELIZABETH CITY,NC,27909,PASQUOTANK,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,WAKE,Acute Care Hospitals,Government - State,Yes
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,MOORE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,CATAWBA,Acute Care Hospitals,Proprietary,Yes
340119,CAROLINAS HEALTHCARE SYSTEM STANLY,301 YADKIN ST,ALBEMARLE,NC,28001,STANLY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,DUPLIN,Acute Care Hospitals,Government - Local,Yes
340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,RANDOLPH,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,WILSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340127,GRANVILLE HEALTH SYSTEMS,1010 COLLEGE ST,OXFORD,NC,27565,GRANVILLE,Acute Care Hospitals,Government - Local,Yes
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,IREDELL,Acute Care Hospitals,Proprietary,Yes
340130,CAROLINAS HEALTHCARE SYSTEM UNION,600 HOSPITAL DR,MONROE,NC,28112,UNION,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,CRAVEN,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,VANCE,Acute Care Hospitals,Proprietary,Yes
340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,MARTIN,Acute Care Hospitals,Government - Local,Yes
340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NEW HANOVER,Acute Care Hospitals,Government - Local,Yes
340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,CARTERET,Acute Care Hospitals,Proprietary,Yes
340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,CATAWBA,Acute Care Hospitals,Voluntary non-profit - Other,Yes
340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,IREDELL,Acute Care Hospitals,Proprietary,Yes
340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,LINCOLN,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NASH,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 S HAWTHORNE RD,WINSTON-SALEM,NC,27103,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Other,No
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,HALIFAX,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340155,DUKE REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,DURHAM,Acute Care Hospitals,Government - Local,Yes
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,CALLER BOX C268,CHEROKEE,NC,28719,SWAIN,Acute Care Hospitals,Government - Federal,Yes
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,BRUNSWICK,Acute Care Hospitals,Voluntary non-profit - Other,Yes
340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,PERSON,Acute Care Hospitals,Proprietary,Yes
340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340168,WILMINGTON TREATMENT CENTER,2520 TROY DRIVE,WILMINGTON,NC,28401,NEW HANOVER,Acute Care Hospitals,Voluntary non-profit - Private,No
340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Other,Yes
340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340184,HAYWOOD REGIONAL MEDICAL CENTER,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,HAYWOOD,Acute Care Hospitals,Government - Hospital District or Authority,Yes
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,BEAUFORT,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,DAVIE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
340188,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,HOKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
341302,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,SCOTLAND NECK,NC,27874,HALIFAX,Critical Access Hospitals,Voluntary non-profit - Private,Yes
341303,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,520 ALLEN STREET,TROY,NC,27371,MONTGOMERY,Critical Access Hospitals,Voluntary non-profit - Private,Yes
341304,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,WINDSOR,NC,27983,BERTIE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
341305,SWAIN COUNTY HOSPITAL,45 PLATEAU STREET,BRYSON CITY,NC,28713,SWAIN,Critical Access Hospitals,Voluntary non-profit - Private,Yes
341307,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,BURGAW,NC,28425,PENDER,Critical Access Hospitals,Government - Local,Yes
341311,CHATHAM HOSPITAL INC,475 PROGRESS BLVD,SILER CITY,NC,27344,CHATHAM,Critical Access Hospitals,Voluntary non-profit - Private,Yes
341314,WASHINGTON COUNTY HOSP INC,958 US HWY 64 EAST,PLYMOUTH,NC,27962,WASHINGTON,Critical Access Hospitals,Proprietary,Yes
